   MJD       EECO-REF    NIST-REF NS      DATE    COMMENTS
=========    ========    ======== ==    ========  ========
 46249.23      -3.011      -2.679 3  3-JUL-85
 46267.17      -0.600       0.000 3 21-JUL-85
 46278.14       2.050       0.000 3  1-AUG-85
 46279.14       2.460       0.000 3  2-AUG-85
 46280.13       1.930       0.000 3  3-AUG-85
 46282.13       0.910       0.000 3  5-AUG-85
 46283.12       2.430       0.000 3  6-AUG-85
 46284.12       1.970       0.000 3  7-AUG-85
 46298.08     -41.323     -43.365 3 21-AUG-85 *Uncertain EECO-Cs
 46317.03      -1.587      -1.194 3  9-SEP-85
 46325.01      -0.716      -1.770 3 17-SEP-85
 46329.00      -1.611      -1.967 3 21-SEP-85
 46347.97      -2.485      -3.342 3  9-OCT-85
 46348.94      -2.485      -3.325 3 10-OCT-85
 46359.92      -6.807      -4.608 3 21-OCT-85
 46374.88      -5.276      -5.974 3  5-NOV-85
 46390.83      -5.940      -7.496 3 21-NOV-85 *Uncertain UTC-Cs
 46405.79      -7.273      -8.755 3  6-DEC-85
 46418.75      -7.170      -9.590 3 19-DEC-85
 46419.75      -7.825      -9.683 3 20-DEC-85
 46420.75      -8.445      -9.754 3 21-DEC-85
 46429.72      -9.000     -10.328 3 30-DEC-85
 46433.71      -0.786      -3.584 3  3-JAN-86
 46435.71      -1.240      -2.902 3  5-JAN-86
 46436.70      -1.533      -3.633 3  6-JAN-86 *Huge Cs clock drift
 46437.70      -1.932      -5.414 3  7-JAN-86          "
 46439.70      -2.663      -5.721 3  9-JAN-86
 46440.69      -3.426      -5.747 3 10-JAN-86
 46448.67      -0.540      -4.240 3 18-JAN-86 *Huge Cs clock drift
 46449.67      -1.354      -3.923 3 19-JAN-86
 46453.66      -0.207      -3.453 3 23-JAN-86
 46454.65       0.247      -2.741 3 24-JAN-86
 46457.65       0.108      -2.990 3 27-JAN-86
 46467.62      -1.807      -3.762 3  6-FEB-86
 46485.57      -5.107      -4.179 3 24-FEB-86
 46497.54      -0.690      -2.408 3  8-MAR-86
 46499.53      -0.039      -2.406 3 10-MAR-86
 46502.52      -0.983      -2.410 3 13-MAR-86
 46503.52      -1.651      -2.411 3 14-MAR-86
 46505.52      -0.994      -2.406 3 16-MAR-86
 46511.50      -1.271      -2.358 3 22-MAR-86
 46530.45      -1.078      -2.205 3 10-APR-86
 46543.41       0.761      -2.224 3 23-APR-86
 46558.37       0.319      -2.313 3  8-MAY-86
 46574.33       0.276      -2.065 3 24-MAY-86
 46590.28      -0.405      -1.831 3  9-JUN-86
 46601.25       0.120      -2.005 3 20-JUN-86
 46613.22       1.058      -2.060 3  2-JUL-86
 46625.20      -0.820      -2.056 3 14-JUL-86 *EECO-Cs interpolated
 46641.14       1.327      -1.854 3 30-JUL-86
 46657.10       2.170      -1.281 3 15-AUG-86
 46671.06       3.604      -0.275 3 29-AUG-86
 46684.03       7.677       3.583 3 11-SEP-86
 46695.99      11.412       6.970 3 22-SEP-86
 46716.94      -0.118      -5.216 3 13-OCT-86 *EECO-Cs interpolated
 46730.90      -0.062      -5.170 3 27-OCT-86 *EECO-Cs interpolated
 46744.86      -0.191      -5.020 3 10-NOV-86
 46754.83      -0.280      -4.911 3 20-NOV-86
 46765.80       0.974      -4.816 3  1-DEC-86
 46778.77       0.825      -4.560 3 14-DEC-86
 46809.68       1.393      -3.733 3 14-JAN-87
 46828.63       1.747      -3.259 3  2-FEB-87
 46841.60       2.730      -3.224 3 15-FEB-87
 46850.57       2.062      -3.195 3 24-FEB-87
 46851.57       2.200      -3.203 3 25-FEB-87
 46852.57       2.371      -3.183 3 26-FEB-87
 46853.56       2.528      -3.170 3 27-FEB-87
 46859.55       1.292      -3.049 3  5-MAR-87
 46865.53       2.378      -3.017 3 11-MAR-87
 46869.52       3.155      -2.992 3 15-MAR-87
 46870.52       3.426      -2.985 3 16-MAR-87
 46872.51       1.820      -2.993 3 18-MAR-87
 46873.51       1.974      -3.006 3 19-MAR-87
 46874.51       2.113      -3.020 3 20-MAR-87
 46877.50       2.653      -3.006 3 23-MAR-87
 46908.41       3.040      -2.838 3 23-APR-87
 46921.38       3.470      -2.868 3  6-MAY-87 *May 7 NBS-Cs data
 46935.34       4.191      -2.686 3 20-MAY-87
 46947.31       6.407      -2.724 3  1-JUN-87
 46963.26       3.176      -2.745 3 17-JUN-87
 46971.24       2.898      -2.897 3 25-JUN-87
 46988.19       3.571      -3.109 3 12-JUL-87
 46992.18       3.407      -3.166 3 16-JUL-87
 46993.18       3.842      -3.184 3 17-JUL-87
 46994.26       3.354      -3.191 3 18-JUL-87
 46996.32       4.334      -3.198 3 20-JUL-87
 46998.18       3.176      -3.226 3 22-JUL-87
 47002.16       5.013      -3.250 3 26-JUL-87 *EECO-Cs interpolated
 47007.14       4.526      -3.212 3 31-JUL-87
 47019.11       4.740      -3.261 3 12-AUG-87
 47033.07       2.728      -3.053 3 26-AUG-87
 47047.03       2.835      -2.907 3  9-SEP-87
 47075.95       3.195      -2.252 3  7-OCT-87
 47091.91       3.286      -2.200 3 23-OCT-87
 47103.88       3.699      -2.043 3  4-NOV-87
 47117.84       2.998      -2.136 3 18-NOV-87
 47129.81       2.466      -2.035 3 30-NOV-87
 47141.77       2.796      -2.030 3 12-DEC-87
 47142.77       3.493      -2.016 3 13-DEC-87
 47146.76       2.616      -2.044 3 17-DEC-87
 47159.72       3.699      -2.083 3 30-DEC-87
 47170.69       3.209      -2.163 3 10-JAN-88
 47187.65       2.498      -1.942 3 27-JAN-88
 47201.61       2.240      -2.007 3 10-FEB-88
 47209.59       2.041      -1.962 3 18-FEB-88
 47234.52       2.249      -2.135 3 14-MAR-88
 47244.49       1.690      -1.751 3 24-MAR-88
 47245.49       2.246      -1.769 3 25-MAR-88
 47247.48       3.514      -1.759 3 27-MAR-88
 47248.48       4.128      -1.779 3 28-MAR-88
 47260.45       2.200      -1.905 3  9-APR-88 *EECO-Cs interpolated
 47261.45       2.644      -1.921 3 10-APR-88 *EECO-Cs interpolated
 47262.44       3.088      -1.939 3 11-APR-88
 47270.42       2.979      -1.846 3 19-APR-88
 47290.37       1.801      -1.645 3  9-MAY-88
 47309.31      -0.682      -1.504 3 28-MAY-88
 47310.31      -0.261      -1.494 3 29-MAY-88
 47328.26       1.827      -1.383 3 16-JUN-88 *EECO-Cs interpolated
 47329.26       2.453      -1.368 3 17-JUN-88 *EECO-Cs interpolated
 47333.25       1.886      -1.372 3 21-JUN-88 *EECO-Cs interpolated
 47334.25       2.392      -1.364 3 22-JUN-88 *EECO-Cs interpolated
 47335.24       1.923      -1.345 3 23-JUN-88 *EECO-Cs interpolated
 47337.24       3.033      -1.296 3 25-JUN-88 *EECO-Cs interpolated
 47338.10       3.530      -1.281 3 26-JUN-88
 47348.21       1.773      -1.202 3  6-JUL-88
 47349.19       1.554      -1.195 3  7-JUL-88
 47350.20       1.366      -1.197 3  8-JUL-88
 47351.19       1.176      -1.207 3  9-JUL-88
 47352.19       2.013      -1.215 3 10-JUL-88
 47353.17       2.966      -1.214 3 11-JUL-88
 47354.17       1.736      -1.206 3 12-JUL-88
 47356.17       2.320      -1.159 3 14-JUL-88
 47358.17       1.002      -1.102 3 16-JUL-88
 47359.17       1.963      -1.080 3 17-JUL-88
 47360.17       2.933      -1.057 3 18-JUL-88
 47361.10       0.809      -1.052 3 19-JUL-88
 47362.08       1.736      -1.051 3 20-JUL-88
 47373.08       3.710      -0.981 3 31-JUL-88
 47374.12       4.147      -0.975 3  1-AUG-88 *EECO-Cs interpolated
 47375.17       5.150      -0.969 3  2-AUG-88
 47376.21       2.180      -0.965 3  3-AUG-88
 47377.18       3.156      -0.961 3  4-AUG-88
 47378.18       1.167      -0.957 3  5-AUG-88
 47379.17       2.160      -0.950 3  6-AUG-88
 47380.17       3.173      -0.943 3  7-AUG-88
 47381.17       4.205      -0.936 3  8-AUG-88
 47382.16       1.212      -0.929 3  9-AUG-88
 47384.18       1.093      -0.915 3 11-AUG-88
 47395.12       7.046      -0.889 3 22-AUG-88 *EECO-Cs interpolated
 47396.12       1.160      -0.891 3 23-AUG-88
 47397.12       1.342      -0.895 3 24-AUG-88
 47398.12       2.412      -0.898 3 25-AUG-88
 47399.08       1.632      -0.894 3 26-AUG-88
 47400.08       1.803      -0.906 3 27-AUG-88
 47401.04       2.887      -0.907 3 28-AUG-88
 47402.06       4.190      -0.901 3 29-AUG-88
 47403.08       1.320      -0.883 3 30-AUG-88
 47404.08       2.595      -0.871 3 31-AUG-88
 47405.08       3.750      -0.874 3  1-SEP-88
 47411.06       1.167      -0.883 3  7-SEP-88
 47427.98       3.078      -0.802 3 23-SEP-88
 47439.98       3.226      -0.817 3  5-OCT-88
 47454.93       1.517      -0.257 3 20-OCT-88
 47467.90       2.225       0.096 3  2-NOV-88
 47483.85       1.501       0.357 3 18-NOV-88
 47494.80       3.616       0.533 3 29-NOV-88
 47507.79       2.824       1.102 3 12-DEC-88
 47522.71       2.743       1.300 3 27-DEC-88
 47531.79       1.967       1.432 3  5-JAN-89
 47532.79       3.359       1.446 3  6-JAN-89
 47534.79       5.888       1.493 3  8-JAN-89
 47535.77       2.282       1.514 3  9-JAN-89
 47540.77       5.812       1.588 3 14-JAN-89
 47541.77       7.063       1.606 3 15-JAN-89
 47544.13       3.133       1.625 3 17-JAN-89
 47544.75       1.990       1.642 3 18-JAN-89
 47556.71       3.059       1.932 3 30-JAN-89
 47572.71       2.977       2.506 3 15-FEB-89
 47586.57       2.352       0.857 3  1-MAR-89
 47587.54       1.391       0.786 3  2-MAR-89
 47613.46       1.619      -1.892 3 28-MAR-89
 47634.44      12.243      -4.024 3 18-APR-89
 47647.40      -2.376      -5.447 3  1-MAY-89
 47664.29      -9.299      -7.344 3 18-MAY-89
 47676.33     -17.945      -8.487 3 30-MAY-89
 47693.28     -11.015      -9.980 3 16-JUN-89
 47712.22     -22.832     -11.647 3  5-JUL-89
 47735.11     -20.551     -13.124 3 28-JUL-89
 47742.17     -18.626     -13.672 3  4-AUG-89
 47743.10     -15.695     -13.747 3  5-AUG-89
 47744.12     -18.792     -13.823 3  6-AUG-89
 47745.07     -21.897     -13.911 3  7-AUG-89
 47746.09     -15.114     -13.977 3  8-AUG-89
 47747.08     -15.255     -14.052 3  9-AUG-89
 47748.10     -15.496     -14.126 3 10-AUG-89
 47749.14     -15.841     -14.206 3 11-AUG-89
 47750.07     -15.858     -14.273 3 12-AUG-89
 47751.09     -19.135     -14.354 3 13-AUG-89
 47752.16     -22.612     -14.436 3 14-AUG-89
 47753.08     -25.631     -14.506 3 15-AUG-89
 47754.10     -16.005     -14.571 3 16-AUG-89
 47755.10     -16.418     -14.585 3 17-AUG-89
 47774.04     -15.055     -16.169 3  5-SEP-89
 47794.97     -17.978     -17.919 3 25-SEP-89
 47806.94     -23.210     -18.841 3  7-OCT-89
 47819.92     -19.432     -19.863 3 20-OCT-89
 47831.89     -20.679     -20.724 3  1-NOV-89
 47832.87     -21.345     -20.779 3  2-NOV-89
 47837.85     -20.751     -21.187 3  7-NOV-89
 47842.84     -23.687     -21.669 3 12-NOV-89
 47843.85     -24.523     -21.791 3 13-NOV-89
 47845.86     -22.239     -21.948 3 15-NOV-89
 47869.78     -25.253     -23.745 3  9-DEC-89
 47880.75     -14.896     -24.486 3 20-DEC-89
 47893.72     -15.510     -25.320 3  2-JAN-90  F 
 47905.71     -17.898     -26.030 3 14-JAN-90  F
 47926.46     -16.800     -27.394 3  4-FEB-90  AW *EECO-Cs missing
 47958.52     -26.767     -28.310 3  8-MAR-90
 47966.50     -27.082     -27.785 3 16-MAR-90  F
 47975.47     -27.209     -27.256 3 25-MAR-90
 47979.47     -27.410     -27.011 3 29-MAR-90
 47989.44     -26.901     -26.467 3  8-APR-90  F 
 47990.48     -27.314     -26.405 3  9-APR-90  F 
 47991.47     -25.764     -26.340 3 10-APR-90  F
 47992.45     -26.247     -26.272 3 11-APR-90  F
 47993.43     -25.712     -26.200 3 12-APR-90  F
 47994.41     -26.153     -26.130 3 13-APR-90  F
 47995.42     -26.567     -26.057 3 14-APR-90  F
 47996.42     -26.976     -25.998 3 15-APR-90  F
 47997.49     -27.411     -25.920 3 16-APR-90  F
 47998.40     -27.849     -25.879 3 17-APR-90  F
 48003.39     -26.354     -25.576 3 22-APR-90  F
 48004.39     -26.865     -25.512 3 23-APR-90  F
 48005.39     -24.366     -25.440 3 24-APR-90  F
 48006.40     -24.805     -25.379 3 25-APR-90  F
 48020.34     -23.737     -24.423 3  9-MAY-90  F
 48037.31     -26.003     -23.226 3 26-MAY-90
 48046.29     -27.952     -22.576 3  4-JUN-90  F
 48053.27     -30.583     -22.123 3 11-JUN-90  F
 48082.02     -39.321     -20.148 3 10-JUL-90  AW
 48083.03     -38.756     -20.074 3 11-JUL-90  AW
 48084.04     -39.325     -19.999 3 12-JUL-90  AW    
 48085.04     -39.914     -19.300 3 13-JUL-90  AW *NEEDS CORRECTIONS
 48085.9      -39.841     -19.300 3 13-JUL-90  AW *NEEDS CORRECTIONS
 48090.9      -23.430     -22.959 3 18-JUL-90  AW *NEEDS CORRECTIONS
 48092.9      -25.044     -22.800 3 20-JUL-90  AW *NEEDS CORRECTIONS
 48100.9      -30.800     -30.179 3 28-JUL-90  AW *EECO-Cs missing
 48101.9      -30.616     -30.094 3 29-JUL-90  AW      
 48103.13     -31.117     -30.010 3 31-JUL-90  F
 48110.9      -31.611     -29.491 3  7-AUG-90  AW     
 48111.95     -32.104     -29.418 3  8-AUG-90  AW
 48112.96     -32.621     -29.348 3  9-AUG-90  AW
 48113.96     -33.044     -29.278 3 10-AUG-90  AW
 48114.96     -33.455     -29.211 3 11-AUG-90  AW
 48115.96     -33.884     -29.141 3 12-AUG-90  AW
 48116.97     -34.315     -29.076 3 13-AUG-90  AW
 48117.94     -34.755     -29.013 3 14-AUG-90  AW
 48118.95     -35.200     -28.950 3 15-AUG-90  AW
 48119.95     -35.642     -28.890 3 16-AUG-90  AW
 48122.93     -37.022     -28.690 3 19-AUG-90  AW     
 48124.92     -37.941     -28.547 3 21-AUG-90  AW    
 48125.91     -38.531     -28.480 3 22-AUG-90  AW   
 48126.01     -38.531     -28.473 3 23-AUG-90  F
 48126.89     -38.961     -28.415 3 23-AUG-90  F
 48128.07     -39.563     -28.343 3 25-AUG-90
 48128.94     -39.990     -28.287 3 25-AUG-90  F
 48130.07     -40.576     -28.223 3 27-AUG-90  F
 48130.91     -41.031     -28.180 3 27-AUG-90  F
 48132.92     -27.564     -28.058 3 29-AUG-90  F
 48135.08     -27.800     -27.954 3  1-SEP-90  F
 48138.90     -27.796     -27.750 3  4-SEP-90
 48139.90     -28.118     -27.687 3  5-SEP-90
 48141.90     -28.700     -27.552 3  7-SEP-90
 48142.90   -8428.155     -27.492 3  8-SEP-90
 48143.90  -47448.602     -27.433 3  9-SEP-90  AW          
 48144.02  -47448.602     -27.426 3 10-SEP-90
 48148.1      -28.061     -27.181 3 14-SEP-90  AW
 48148.7      -28.061     -27.149 3 14-SEP-90  AW
 48152.01     -27.304     -26.952 3 18-SEP-90  F
 48153.04     -27.724     -26.886 3 19-SEP-90  F
 48153.7      -28.026     -26.842 3 19-SEP-90  AW
 48155.0      -27.958     -26.764 3 21-Sep-90  AW		
 48156.02     -28.056     -26.700 3 22-SEP-90  AW *NEEDS CORRECTIONS
 48156.02     -28.056     -26.714 3 22-SEP-90
 48157.0      -27.913     -28.058 3 23-Sep-90  AW *NEEDS CORRECTIONS
 48158.03     -27.983     -27.859 3 24-SEP-90
 48158.03     -27.983     -27.900 3 24-SEP-90  AW *NEEDS CORRECTIONS
 48159.00     -28.357     -27.844 3 25-SEP-90  F
 48159.97     -27.728     -27.791 3 25-SEP-90  F
 48160.95     -28.204     -27.734 3 26-SEP-90  F  *EECO-Cs interpolated
 48162.95     -28.060     -27.612 3 28-SEP-90  F  *EECO-Cs interpolated
 48163.95     -28.060     -27.612 3 29-SEP-90  JHT  This is phony: 48162 copied
 48165.01     -28.350     -27.479 3  1-OCT-90  F
 48165.95     -27.653     -27.418 3  1-OCT-90  F  *EECO-Cs interpolated
 48172.95     -28.022     -27.028 3  8-OCT-90
 48178.9      -26.762     -26.570 3 14-OCT-90  JHT  This is phony: 48180 copied
 48180.9      -26.762     -26.570 3 16-OCT-90  AW
 48181.9      -26.134     -26.520 3 17-OCT-90  AW
 48184.9      -27.245     -26.360 3 20-OCT-90  AW
 48186.91     -27.068     -26.253 3 22-OCT-90
 48191.17       0.000       9.1   6 27-OCT-90     *VLA (maser-Loran)
 48194.92     -27.201     -25.824 3 30-OCT-90
 48199.8      -27.254     -25.638 3  4-NOV-90  AW
 48200.8      -25.979     -25.600 3  5-NOV-90  AW
 48205.8      -26.142     -25.368 3 10-NOV-90  AW
 48206.8      -26.710     -25.315 3 11-NOV-90  AW
 48207.88     -25.482     -25.279 3 12-NOV-90
 48214.86     -25.353     -24.986 3 19-NOV-90
 48225.80     -24.866     -24.477 3 30-NOV-90
 48226.00       0.000      14.55  6  1-DEC-90     *VLA (maser-gps)
 48226.78     -25.472     -24.434 3  1-DEC-90
 48226.8      -25.368     -24.432 3  1-DEC-90  AW
 48227.84     -26.151     -24.392 3  2-DEC-90
 48228.79     -26.743     -24.348 3  3-DEC-90
 48230.77     -24.967     -24.293 3  5-DEC-90
 48231.83     -25.762     -24.264 3  6-DEC-90
 48232.82     -24.502     -24.221 3  7-DEC-90
 48234.81     -26.013     -24.114 3  9-DEC-90
 48235.50     -26.545     -24.068 3 10-DEC-90
 48237.78     -28.301     -23.985 3 12-DEC-90
 48238.7      -28.901     -23.945 3 13-DEC-90  AW
 48238.76     -29.051     -23.942 3 13-DEC-90
 48239.7      -29.662     -23.912 3 14-DEC-90  AW
 48239.75     -29.809     -23.914 3 14-DEC-90
 48240.78     -30.598     -23.875 3 15-DEC-90
 48241.80     -31.375     -23.828 3 16-DEC-90
 48246.7      -25.577     -23.603 3 21-DEC-90  AW
 48246.73     -25.739     -23.600 3 21-DEC-90
 48247.7      -26.425     -23.572 3 22-DEC-90  AW
 48248.7      -27.286     -23.525 3 23-DEC-90  AW
 48261.70     -25.172     -23.060 3  5-JAN-91
 48269.0        0.000   50803.7   6 13-JAN-91     *VLA (maser-gps)
 48273.69     -35.584     -22.481 3 17-JAN-91
 48283.4      -27.204     -22.116 3 27-JAN-91  AW
 48284.4      -28.113     -22.075 3 28-JAN-91  AW
 48284.73     -28.309     -22.060 3 28-JAN-91
 48292.3      -35.265     -21.767 3  5-FEB-91  AW
 48294.61     -37.511     -21.674 3  7-FEB-91
 48300.4      -23.035     -21.498 3 13-FEB-91  AW
 48301.4      -23.944     -21.455 3 14-FEB-91  AW
 48302.4      -24.902     -21.420 3 15-FEB-91  AW
 48302.59     -25.039     -21.413 3 15-FEB-91
 48305.4      -27.807     -21.329 3 18-FEB-91  AW
 48311.4      -27.744     -21.107 3 24-FEB-91  AW
 48312.4      -28.754     -21.076 3 25-FEB-91  AW
 48312.56     -28.882     -21.071 3 25-FEB-91
 48322.56     -31.947     -20.710 3  7-MAR-91
 48326.0        0.000       1.0   6 10-MAR-91     *VLA (maser-loran)
 48329.3      -24.430     -20.469 3 14-MAR-91  AW
 48333.3      -29.486     -20.252 3 18-MAR-91  AW
 48336.3      -25.594     -20.121 3 21-MAR-91  AW
 48338.49     -24.206     -20.042 3 23-MAR-91
 48340.3      -26.324     -19.979 3 25-MAR-91  AW
 48352.43     -25.505     -19.477 3  6-APR-91
 48355.45     -29.082     -19.362 3  9-APR-91
 48363.42     -23.182     -19.118 3 17-APR-91
 48364.3      -24.347     -19.082 3 18-APR-91  AW
 48365.3      -25.410     -19.037 3 19-APR-91  AW
 48366.3      -21.739     -18.993 3 20-APR-91  AW
 48367.3      -22.918     -18.944 3 21-APR-91  AW
 48368.         0.000       3.55  6 22-APR-91     *VLA (maser-loran)
 48369.         0.000       3.55  6 23-APR-91                "
 48369.3      -25.389     -18.849 3 23-APR-91  AW
 48370.         0.000       3.55  6 24-APR-91                "
 48377.37     -21.648     -18.463 3  1-MAY-91
 48381.1      -21.483     -18.276 3  5-MAY-91  AW
 48382.1      -22.762     -18.230 3  6-MAY-91  AW
 48383.1      -24.098     -18.184 3  7-MAY-91  AW
 48384.1      -20.379     -18.139 3  8-MAY-91  AW
 48389.1      -26.951     -17.955 3 13-MAY-91  AW
 48391.1      -20.744     -17.885 3 15-MAY-91  AW
 48392.1      -22.125     -17.852 3 16-MAY-91  AW
 48392.33     -22.470     -17.841 3 16-MAY-91                "
 48393.1      -23.444     -17.814 3 17-MAY-91  AW
 48394.1      -19.910     -17.777 3 18-MAY-91  AW
 48395.1      -21.263     -17.740 3 19-MAY-91  AW
 48396.0      -22.592     -17.706 3 20-MAY-91  AW
