   MJD       EECO-REF    NIST-REF NS   DATE    COMMENTS	
 49911.83       0.0        -0.382 g 13-JUL-95  MK Effelsberg: maser-GPS
 49911.87       0.0        -0.241 g 13-JUL-95  MK Effelsberg: maser-GPS
 49911.89       0.0        -0.073 g 13-JUL-95  MK Effelsberg: maser-GPS
 49911.93       0.0        -0.362 g 13-JUL-95  MK Effelsberg: maser-GPS
 49912.04       0.0        -0.573 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.06       0.0        -0.549 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.10       0.0        -0.462 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.14       0.0        -0.539 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.18       0.0        -0.391 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.27       0.0        -0.133 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.31       0.0        -0.540 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.35       0.0        -0.286 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.39       0.0        -0.215 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.43       0.0        -0.441 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.45       0.0        -0.342 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.47       0.0        -0.165 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.56       0.0        -0.532 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.60       0.0        -0.477 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.62       0.0        -0.448 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.64       0.0        -0.487 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.74       0.0        -0.639 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.76       0.0        -0.562 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.78       0.0        -0.349 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.81       0.0        -0.469 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.83       0.0        -0.478 g 14-JUL-95  MK Effelsberg: maser-GPS
 49912.85       0.0        -0.289 g 14-JUL-95  MK Effelsberg: maser-GPS
