 46106 -.004259  .003482 -.218694
 46107 -.004393  .003605 -.220555
 46108 -.004527  .003732 -.222244
 46109 -.004653  .003858 -.223713
 46110 -.004775  .003981 -.224976
 46111 -.004903  .004098 -.226099
 46112 -.005045  .004208 -.227182
 46113 -.005205  .004308 -.228327
 46114 -.005380  .004395 -.229613
 46115 -.005559  .004475 -.231084
 46116 -.005740  .004561 -.232742
 46117 -.005924  .004664 -.234558
 46118 -.006114  .004777 -.236479
 46119 -.006307  .004884 -.238438
 46120 -.006496  .004972 -.240364
 46121 -.006677  .005054 -.242194
 46122 -.006844  .005153 -.243883
 46123 -.006994  .005287 -.245409
 46124 -.007128  .005446 -.246778
 46125 -.007256  .005605 -.248013
 46126 -.007391  .005740 -.249165
 46127 -.007533  .005853 -.250307
 46128 -.007671  .005970 -.251543
 46129 -.007792  .006117 -.252991
 46130 -.007904  .006294 -.254750
 46131 -.008039  .006479 -.256864
 46132 -.008218  .006646 -.259286
 46133 -.008432  .006795 -.261887
 46134 -.008644  .006939 -.264493
 46135 -.008814  .007081 -.266949
 46136 -.008915  .007210 -.269164
 46137 -.008968  .007335 -.271124
 46138 -.009017  .007488 -.272881
 46139 -.009074  .007675 -.274522
 46140 -.009118  .007868 -.276147
 46141 -.009154  .008057 -.277842
 46142 -.009226  .008259 -.279670
 46143 -.009360  .008485 -.281653
 46144 -.009520  .008715 -.283778
 46145 -.009617  .008905 -.285997
 46146 -.009643  .009062 -.288249
 46147 -.009649  .009232 -.290467
 46148 -.009656  .009428 -.292600
 46149 -.009655  .009637 -.294610
 46150 -.009637  .009836 -.296483
 46151 -.009619  .010019 -.298217
 46152 -.009628  .010211 -.299826
 46153 -.009667  .010423 -.301334
 46154 -.009703  .010630 -.302786
 46155 -.009710  .010817 -.304253
 46156 -.009708  .011009 -.305827
 46157 -.009732  .011218 -.307606
 46158 -.009795  .011418 -.309663
 46159 -.009871  .011600 -.311997
 46160 -.009909  .011806 -.314521
 46161 -.009904  .012016 -.317073
 46162 -.009877  .012201 -.319466
 46163 -.009845  .012367 -.321559
 46164 -.009821  .012531 -.323310
 46165 -.009805  .012710 -.324781
 46166 -.009789  .012897 -.326111
 46167 -.009761  .013079 -.327450
 46168 -.009719  .013256 -.328913
 46169 -.009679  .013456 -.330557
 46170 -.009652  .013682 -.332390
 46171 -.009624  .013875 -.334385
 46172 -.009596  .014017 -.336501
 46173 -.009580  .014139 -.338686
 46174 -.009574  .014286 -.340886
 46175 -.009559  .014473 -.343046
 46176 -.009530  .014661 -.345110
 46177 -.009503  .014813 -.347031
 46178 -.009488  .014966 -.348772
 46179 -.009488  .015173 -.350326
 46180 -.009493  .015419 -.351731
 46181 -.009491  .015594 -.353074
 46182 -.009491  .015710 -.354443
 46183 -.009502  .015852 -.355912
 46184 -.009505  .016031 -.357542
 46185 -.009480  .016221 -.359390
 46186 -.009431  .016416 -.361504
 46187 -.009374  .016607 -.363890
 46188 -.009318  .016780 -.366473
 46189 -.009254  .016942 -.369101
 46190 -.009159  .017127 -.371562
 46191 -.009023  .017308 -.373690
 46192 -.008881  .017447 -.375429
 46193 -.008811  .017582 -.376852
 46194 -.008847  .017796 -.378147
 46195 -.008770  .017985 -.379507
 46196 -.008626  .018124 -.380976
 46197 -.008541  .018267 -.382526
 46198 -.008449  .018422 -.384151
 46199 -.008336  .018591 -.385861
 46200 -.008233  .018767 -.387650
 46201 -.008140  .018930 -.389472
 46202 -.008058  .019062 -.391253
 46203 -.007995  .019181 -.392921
 46204 -.007916  .019301 -.394426
 46205 -.007780  .019424 -.395751
 46206 -.007595  .019553 -.396906
 46207 -.007405  .019699 -.397924
 46208 -.007239  .019851 -.398858
 46209 -.007091  .019988 -.399777
 46210 -.006945  .020103 -.400767
 46211 -.006793  .020216 -.401923
 46212 -.006640  .020357 -.403335
 46213 -.006506  .020519 -.405059
 46214 -.006403  .020650 -.407085
 46215 -.006321  .020729 -.409321
 46216 -.006211  .020839 -.411608
 46217 -.006076  .020982 -.413769
 46218 -.005950  .021102 -.415663
 46219 -.005844  .021185 -.417236
 46220 -.005728  .021296 -.418525
 46221 -.005591  .021439 -.419641
 46222 -.005450  .021559 -.420717
 46223 -.005327  .021636 -.421859
 46224 -.005229  .021706 -.423127
 46225 -.005146  .021813 -.424524
 46226 -.005060  .021950 -.426022
 46227 -.004955  .022071 -.427570
 46228 -.004836  .022146 -.429110
 46229 -.004731  .022206 -.430581
 46230 -.004660  .022299 -.431929
 46231 -.004580  .022410 -.433122
 46232 -.004464  .022510 -.434158
 46233 -.004326  .022583 -.435059
 46234 -.004190  .022634 -.435863
 46235 -.004056  .022671 -.436603
 46236 -.003899  .022729 -.437311
 46237 -.003747  .022807 -.438035
 46238 -.003627  .022875 -.438857
 46239 -.003528  .022932 -.439882
 46240 -.003415  .022984 -.441185
 46241 -.003271  .023033 -.442766
 46242 -.003098  .023075 -.444545
 46243 -.002914  .023115 -.446385
 46244 -.002739  .023178 -.448125
 46245 -.002581  .023272 -.449619
 46246 -.002430  .023349 -.450772
 46247 -.002285  .023398  .548428
 46248 -.002151  .023439  .547906
 46249 -.002034  .023484  .547527
 46250 -.001925  .023510  .547149
 46251 -.001798  .023537  .546680
 46252 -.001640  .023606  .546097
 46253 -.001474  .023658  .545427
 46254 -.001320  .023633  .544710
 46255 -.001152  .023592  .543971
 46256 -.000967  .023612  .543242
 46257 -.000788  .023705  .542568
 46258 -.000619  .023810  .541989
 46259 -.000424  .023842  .541532
 46260 -.000187  .023793  .541199
 46261  .000018  .023782  .540978
 46262  .000166  .023830  .540837
 46263  .000290  .023884  .540725
 46264  .000440  .023898  .540564
 46265  .000633  .023915  .540255
 46266  .000818  .023960  .539707
 46267  .000950  .024013  .538880
 46268  .001066  .024037  .537796
 46269  .001215  .024027  .536545
 46270  .001396  .024015  .535249
 46271  .001581  .024012  .534042
 46272  .001741  .024007  .533034
 46273  .001882  .024004  .532292
 46274  .002035  .024024  .531819
 46275  .002210  .024042  .531550
 46276  .002410  .024032  .531367
 46277  .002593  .024016  .531139
 46278  .002701  .024028  .530768
 46279  .002760  .024053  .530209
 46280  .002915  .024004  .529472
 46281  .003133  .023930  .528593
 46282  .003321  .023904  .527622
 46283  .003463  .023919  .526617
 46284  .003598  .023935  .525643
 46285  .003765  .023924  .524777
 46286  .003961  .023895  .524087
 46287  .004152  .023874  .523612
 46288  .004319  .023856  .523347
 46289  .004471  .023810  .523232
 46290  .004633  .023717  .523164
 46291  .004810  .023628  .523029
 46292  .004971  .023582  .522719
 46293  .005087  .023557  .522152
 46294  .005185  .023523  .521277
 46295  .005330  .023479  .520101
 46296  .005528  .023442  .518697
 46297  .005729  .023423  .517188
 46298  .005894  .023413  .515714
 46299  .006029  .023387  .514393
 46300  .006162  .023326  .513303
 46301  .006314  .023231  .512474
 46302  .006470  .023133  .511886
 46303  .006565  .023099  .511465
 46304  .006651  .023090  .511085
 46305  .006841  .023005  .510607
 46306  .007070  .022893  .509924
 46307  .007225  .022806  .508989
 46308  .007290  .022729  .507819
 46309  .007355  .022642  .506477
 46310  .007517  .022567  .505058
 46311  .007680  .022487  .503656
 46312  .007805  .022337  .502349
 46313  .007927  .022179  .501190
 46314  .008043  .022161  .500203
 46315  .008170  .022186  .499389
 46316  .008317  .022115  .498721
 46317  .008452  .021991  .498140
 46318  .008552  .021910  .497559
 46319  .008630  .021863  .496873
 46320  .008722  .021751  .495984
 46321  .008833  .021619  .494822
 46322  .008932  .021510  .493348
 46323  .008996  .021392  .491575
 46324  .009039  .021254  .489591
 46325  .009098  .021129  .487551
 46326  .009177  .021028  .485628
 46327  .009248  .020932  .483956
 46328  .009308  .020823  .482578
 46329  .009382  .020701  .481451
 46330  .009491  .020574  .480469
 46331  .009620  .020458  .479506
 46332  .009733  .020361  .478447
 46333  .009815  .020278  .477211
 46334  .009888  .020190  .475755
 46335  .009983  .020081  .474080
 46336  .010085  .019951  .472239
 46337  .010162  .019809  .470322
 46338  .010197  .019661  .468430
 46339  .010208  .019514  .466637
 46340  .010231  .019375  .464970
 46341  .010293  .019233  .463430
 46342  .010377  .019077  .462014
 46343  .010425  .018924  .460714
 46344  .010419  .018787  .459506
 46345  .010442  .018637  .458334
 46346  .010545  .018468  .457108
 46347  .010675  .018322  .455713
 46348  .010766  .018222  .454045
 46349  .010807  .018131  .452041
 46350  .010822  .017996  .449715
 46351  .010833  .017814  .447163
 46352  .010846  .017623  .444550
 46353  .010865  .017465  .442054
 46354  .010889  .017340  .439810
 46355  .010918  .017203  .437871
 46356  .010938  .017054  .436203
 46357  .010943  .016923  .434709
 46358  .010961  .016810  .433262
 46359  .010996  .016697  .431746
 46360  .010992  .016575  .430077
 46361  .010950  .016440  .428217
 46362  .010932  .016291  .426173
 46363  .010984  .016129  .423986
 46364  .011074  .015965  .421713
 46365  .011138  .015812  .419421
 46366  .011162  .015674  .417181
 46367  .011155  .015554  .415067
 46368  .011132  .015447  .413138
 46369  .011112  .015333  .411420
 46370  .011107  .015192  .409901
 46371  .011087  .015059  .408533
 46372  .011044  .014952  .407254
 46373  .011031  .014821  .405994
 46374  .011053  .014662  .404681
 46375  .011073  .014507  .403239
 46376  .011066  .014370  .401592
 46377  .011040  .014246  .399682
 46378  .011021  .014131  .397499
 46379  .011031  .014043  .395111
 46380  .011070  .013980  .392660
 46381  .011118  .013888  .390334
 46382  .011129  .013749  .388288
 46383  .011073  .013596  .386582
 46384  .010976  .013450  .385158
 46385  .010917  .013289  .383869
 46386  .010902  .013114  .382541
 46387  .010890  .012962  .381040
 46388  .010890  .012851  .379305
 46389  .010927  .012768  .377354
 46390  .011001  .012670  .375259
 46391  .011058  .012514  .373108
 46392  .011072  .012346  .370984
 46393  .011058  .012233  .368949
 46394  .011036  .012171  .367043
 46395  .011018  .012115  .365295
 46396  .010996  .012031  .363722
 46397  .010969  .011920  .362320
 46398  .010940  .011804  .361057
 46399  .010912  .011695  .359875
 46400  .010877  .011577  .358699
 46401  .010826  .011448  .357453
 46402  .010752  .011326  .356062
 46403  .010659  .011211  .354462
 46404  .010559  .011088  .352611
 46405  .010476  .010954  .350510
 46406  .010434  .010842  .348219
 46407  .010435  .010782  .345855
 46408  .010433  .010731  .343556
 46409  .010355  .010587  .341454
 46410  .010205  .010346  .339631
 46411  .010125  .010202  .338100
 46412  .010115  .010186  .336795
 46413  .010059  .010146  .335589
 46414  .009949  .010008  .334344
 46415  .009896  .009861  .332960
 46416  .009923  .009766  .331405
 46417  .009950  .009707  .329706
 46418  .009922  .009646  .327925
 46419  .009850  .009558  .326134
 46420  .009777  .009438  .324404
 46421  .009721  .009296  .322792
 46422  .009676  .009146  .321340
 46423  .009629  .009004  .320073
 46424  .009577  .008882  .318991
 46425  .009523  .008783  .318073
 46426  .009464  .008704  .317276
 46427  .009382  .008629  .316537
 46428  .009269  .008542  .315781
 46429  .009138  .008432  .314936
 46430  .009018  .008305  .313935
 46434  .008681  .008005  .308057
 46435  .008602  .007895  .306397
 46436  .008506  .007767  .304869
 46437  .008386  .007668  .303544
 46438  .008254  .007613  .302421
 46439  .008144  .007557  .301432
 46440  .008069  .007451  .300478
 46441  .007983  .007330  .299478
 46442  .007858  .007235  .298348
 46443  .007727  .007158  .296997
 46444  .007638  .007067  .295383
 46445  .007588  .006957  .293547
 46446  .007550  .006844  .291626
 46447  .007477  .006734  .289781
 46448  .007360  .006639  .288118
 46449  .007224  .006570  .286671
 46450  .007066  .006531  .285412
 46451  .006880  .006493  .284287
 46452  .006705  .006442  .283244
 46453  .006575  .006392  .282244
 46454  .006472  .006354  .281256
 46455  .006354  .006329  .280236
 46456  .006226  .006303  .279113
 46457  .006095  .006270  .277798
 46458  .005972  .006225  .276219
 46459  .005864  .006161  .274351
 46460  .005769  .006068  .272249
 46461  .005644  .005984  .270046
 46462  .005461  .005954  .267872
 46463  .005263  .005955  .265819
 46464  .005114  .005936  .263944
 46465  .005019  .005878  .262289
 46466  .004894  .005831  .260879
 46467  .004725  .005820  .259661
 46468  .004579  .005820  .258491
 46469  .004481  .005790  .257207
 46470  .004403  .005713  .255701
 46471  .004316  .005619  .253966
 46472  .004207  .005564  .252080
 46473  .004080  .005578  .250148
 46474  .003947  .005623  .248247
 46475  .003820  .005603  .246414
 46476  .003711  .005532  .244687
 46477  .003619  .005489  .243121
 46478  .003526  .005498  .241768
 46479  .003407  .005531  .240643
 46480  .003254  .005551  .239714
 46481  .003091  .005547  .238905
 46482  .002945  .005533  .238118
 46483  .002817  .005525  .237249
 46484  .002673  .005530  .236210
 46485  .002492  .005545  .234939
 46486  .002311  .005564  .233412
 46487  .002157  .005587  .231657
 46488  .002007  .005614  .229755
 46489  .001841  .005624  .227825
 46490  .001687  .005588  .225990
 46491  .001553  .005542  .224345
 46492  .001428  .005536  .222933
 46493  .001300  .005573  .221734
 46494  .001160  .005621  .220683
 46495  .001006  .005651  .219678
 46496  .000841  .005664  .218611
 46497  .000674  .005681  .217392
 46498  .000518  .005713  .215974
 46499  .000387  .005755  .214367
 46500  .000281  .005786  .212634
 46501  .000184  .005791  .210870
 46502  .000045  .005803  .209188
 46503 -.000152  .005852  .207704
 46504 -.000306  .005879  .206543
 46505 -.000416  .005861  .205657
 46506 -.000531  .005838  .204930
 46507 -.000652  .005849  .204285
 46508 -.000756  .005899  .203678
 46509 -.000824  .005961  .203068
 46510 -.000870  .006007  .202395
 46511 -.000952  .006029  .201566
 46512 -.001048  .006044  .200478
 46513 -.001127  .006087  .199054
 46514 -.001245  .006190  .197276
 46515 -.001432  .006340  .195202
 46516 -.001612  .006470  .192966
 46517 -.001717  .006481  .190740
 46518 -.001799  .006452  .188683
 46519 -.001944  .006525  .186898
 46520 -.002111  .006644  .185410
 46521 -.002179  .006639  .184168
 46522 -.002183  .006606  .183059
 46523 -.002255  .006706  .181933
 46524 -.002399  .006872  .180646
 46525 -.002517  .006936  .179112
 46526 -.002632  .006966  .177335
 46527 -.002763  .007058  .175387
 46528 -.002849  .007158  .173365
 46529 -.002910  .007248  .171369
 46530 -.002993  .007369  .169474
 46531 -.003069  .007527  .167737
 46532 -.003117  .007670  .166182
